Metric: | MAE	| NMAE	| RMSE	| MRE	| NPRE	| NDCG1	| NDCG5	| NDCG10	| NDCG20	| NDCG50	| NDCG100	
Avg:	0.4180	0.4602	1.1474	0.3529	2.1025	0.6895	0.7038	0.7231	0.7555	0.7958	0.7937
Std:	0.0011	0.0012	0.0030	0.0025	0.0231	0.0108	0.0062	0.0043	0.0033	0.0016	0.0016

==========================================
Detailed results for 8 rounds:
0.4199	0.4623	1.1451	0.3554	2.1442	0.6693	0.7013	0.7213	0.7555	0.7973	0.7943
0.4194	0.4622	1.1494	0.3553	2.1158	0.6980	0.7100	0.7290	0.7592	0.7944	0.7930
0.4175	0.4601	1.1453	0.3527	2.1224	0.6971	0.7063	0.7236	0.7543	0.7952	0.7934
0.4173	0.4603	1.1427	0.3560	2.0845	0.6928	0.7061	0.7238	0.7551	0.7945	0.7952
0.4167	0.4587	1.1459	0.3533	2.0989	0.6813	0.6971	0.7176	0.7501	0.7944	0.7920
0.4183	0.4598	1.1525	0.3508	2.1059	0.6873	0.6923	0.7164	0.7514	0.7942	0.7910
0.4174	0.4595	1.1501	0.3510	2.0761	0.7064	0.7120	0.7286	0.7597	0.7983	0.7958
0.4173	0.4589	1.1483	0.3483	2.0724	0.6839	0.7054	0.7248	0.7588	0.7979	0.7952
