Metric: | MAE	| NMAE	| RMSE	| MRE	| NPRE	| NDCG1	| NDCG5	| NDCG10	| NDCG20	| NDCG50	| NDCG100	
Avg:	0.4264	0.4696	1.1802	0.3561	2.1337	0.6739	0.6900	0.7080	0.7388	0.7804	0.7801
Std:	0.0012	0.0013	0.0028	0.0019	0.0251	0.0094	0.0054	0.0040	0.0028	0.0013	0.0010

==========================================
Detailed results for 8 rounds:
0.4278	0.4710	1.1803	0.3582	2.1686	0.6759	0.6902	0.7081	0.7391	0.7810	0.7797
0.4254	0.4688	1.1776	0.3547	2.1191	0.6794	0.6995	0.7145	0.7437	0.7807	0.7813
0.4283	0.4721	1.1795	0.3584	2.1724	0.6851	0.6814	0.7024	0.7344	0.7771	0.7794
0.4255	0.4696	1.1752	0.3586	2.1108	0.6773	0.6920	0.7122	0.7411	0.7808	0.7816
0.4248	0.4678	1.1792	0.3554	2.1400	0.6597	0.6861	0.7041	0.7364	0.7815	0.7793
0.4263	0.4689	1.1837	0.3553	2.1434	0.6728	0.6867	0.7049	0.7387	0.7800	0.7792
0.4261	0.4687	1.1836	0.3551	2.1143	0.6832	0.6958	0.7110	0.7406	0.7816	0.7813
0.4272	0.4702	1.1823	0.3533	2.1010	0.6581	0.6880	0.7070	0.7366	0.7802	0.7791
